domain,num_cluster,index_path,block_path
bbcgf.org,10,dataset-random/bbcgf.org/bbcgf.org/index.html,dataset-random/bbcgf.org/bbcgf.org/index.blocks.html
www.placement-uk.com,12,dataset-random/www.placement-uk.com/www.placement-uk.com/index.html,dataset-random/www.placement-uk.com/www.placement-uk.com/index.blocks.html
www.broederij-rombouts.nl,7,dataset-random/www.broederij-rombouts.nl/www.broederij-rombouts.nl/index.html,dataset-random/www.broederij-rombouts.nl/www.broederij-rombouts.nl/index.blocks.html
groups.yahoo.com,20,dataset-random/groups.yahoo.com/groups.yahoo.com/index.html,dataset-random/groups.yahoo.com/groups.yahoo.com/index.blocks.html
www.prestiscene.com,9,dataset-random/www.prestiscene.com/www.prestiscene.com/index.html,dataset-random/www.prestiscene.com/www.prestiscene.com/index.blocks.html
www.sicardialejandro.com,10,dataset-random/www.sicardialejandro.com/www.sicardialejandro.com/index.html,dataset-random/www.sicardialejandro.com/www.sicardialejandro.com/index.blocks.html
www.finance.gov.tt,14,dataset-random/www.finance.gov.tt/www.finance.gov.tt/index.html,dataset-random/www.finance.gov.tt/www.finance.gov.tt/index.blocks.html
www.montair.it,10,dataset-random/www.montair.it/www.montair.it/index.html,dataset-random/www.montair.it/www.montair.it/index.blocks.html
www.a-team.org,20,dataset-random/www.a-team.org/www.a-team.org/index.html,dataset-random/www.a-team.org/www.a-team.org/index.blocks.html
www.diamondfarm.com,13,dataset-random/www.diamondfarm.com/www.diamondfarm.com/index.html,dataset-random/www.diamondfarm.com/www.diamondfarm.com/index.blocks.html
www.troymak.es,10,dataset-random/www.troymak.es/www.troymak.es/index.html,dataset-random/www.troymak.es/www.troymak.es/index.blocks.html
www.vt.government.bg,21,dataset-random/www.vt.government.bg/www.vt.government.bg/index.html,dataset-random/www.vt.government.bg/www.vt.government.bg/index.blocks.html
www.used-tanning-beds.com,33,dataset-random/www.used-tanning-beds.com/www.used-tanning-beds.com/index.html,dataset-random/www.used-tanning-beds.com/www.used-tanning-beds.com/index.blocks.html
www.comune.quaregna.bi.it,8,dataset-random/www.comune.quaregna.bi.it/www.comune.quaregna.bi.it/index.html,dataset-random/www.comune.quaregna.bi.it/www.comune.quaregna.bi.it/index.blocks.html
www.joebar.ch,9,dataset-random/www.joebar.ch/www.joebar.ch/index.html,dataset-random/www.joebar.ch/www.joebar.ch/index.blocks.html
porzelt.net,12,dataset-random/porzelt.net/porzelt.net/index.html,dataset-random/porzelt.net/porzelt.net/index.blocks.html
www.neocasa.ro,15,dataset-random/www.neocasa.ro/www.neocasa.ro/index.html,dataset-random/www.neocasa.ro/www.neocasa.ro/index.blocks.html
www.wv.nrcs.usda.gov,25,dataset-random/www.wv.nrcs.usda.gov/www.wv.nrcs.usda.gov/index.html,dataset-random/www.wv.nrcs.usda.gov/www.wv.nrcs.usda.gov/index.blocks.html
www.uk-rgf.ru,19,dataset-random/www.uk-rgf.ru/www.uk-rgf.ru/index.html,dataset-random/www.uk-rgf.ru/www.uk-rgf.ru/index.blocks.html
www.greencove.fr,23,dataset-random/www.greencove.fr/www.greencove.fr/index.html,dataset-random/www.greencove.fr/www.greencove.fr/index.blocks.html
www.fierj.blogspot.nl,29,dataset-random/www.fierj.blogspot.nl/www.fierj.blogspot.nl/index.html,dataset-random/www.fierj.blogspot.nl/www.fierj.blogspot.nl/index.blocks.html
business3.plala.or.jp,25,dataset-random/business3.plala.or.jp/business3.plala.or.jp/index.html,dataset-random/business3.plala.or.jp/business3.plala.or.jp/index.blocks.html
bluner.tripod.com,11,dataset-random/bluner.tripod.com/bluner.tripod.com/index.html,dataset-random/bluner.tripod.com/bluner.tripod.com/index.blocks.html
www.aiact.org,13,dataset-random/www.aiact.org/www.aiact.org/index.html,dataset-random/www.aiact.org/www.aiact.org/index.blocks.html
www.cellsignal.com,14,dataset-random/www.cellsignal.com/www.cellsignal.com/index.html,dataset-random/www.cellsignal.com/www.cellsignal.com/index.blocks.html
www.berlys.es,12,dataset-random/www.berlys.es/www.berlys.es/index.html,dataset-random/www.berlys.es/www.berlys.es/index.blocks.html
www.kenneljenager.dk,13,dataset-random/www.kenneljenager.dk/www.kenneljenager.dk/index.html,dataset-random/www.kenneljenager.dk/www.kenneljenager.dk/index.blocks.html
www.hostelmotango.com,6,dataset-random/www.hostelmotango.com/www.hostelmotango.com/index.html,dataset-random/www.hostelmotango.com/www.hostelmotango.com/index.blocks.html
www.zarzailuminacion.com,7,dataset-random/www.zarzailuminacion.com/www.zarzailuminacion.com/index.html,dataset-random/www.zarzailuminacion.com/www.zarzailuminacion.com/index.blocks.html
www.tetrade.be,14,dataset-random/www.tetrade.be/www.tetrade.be/index.html,dataset-random/www.tetrade.be/www.tetrade.be/index.blocks.html
www.amazingweb.com,10,dataset-random/www.amazingweb.com/www.amazingweb.com/index.html,dataset-random/www.amazingweb.com/www.amazingweb.com/index.blocks.html
directory.virgilio.it,12,dataset-random/directory.virgilio.it/directory.virgilio.it/index.html,dataset-random/directory.virgilio.it/directory.virgilio.it/index.blocks.html
www.sentinelha.org.uk,21,dataset-random/www.sentinelha.org.uk/www.sentinelha.org.uk/index.html,dataset-random/www.sentinelha.org.uk/www.sentinelha.org.uk/index.blocks.html
www.allegrosafety.com,13,dataset-random/www.allegrosafety.com/www.allegrosafety.com/index.html,dataset-random/www.allegrosafety.com/www.allegrosafety.com/index.blocks.html
www.elisanet.fi,7,dataset-random/www.elisanet.fi/www.elisanet.fi/index.html,dataset-random/www.elisanet.fi/www.elisanet.fi/index.blocks.html
www.fishdevon.co.uk,7,dataset-random/www.fishdevon.co.uk/www.fishdevon.co.uk/index.html,dataset-random/www.fishdevon.co.uk/www.fishdevon.co.uk/index.blocks.html
www.powerh2o.net,10,dataset-random/www.powerh2o.net/www.powerh2o.net/index.html,dataset-random/www.powerh2o.net/www.powerh2o.net/index.blocks.html
evridges.com,18,dataset-random/evridges.com/evridges.com/index.html,dataset-random/evridges.com/evridges.com/index.blocks.html
www.bih.at,14,dataset-random/www.bih.at/www.bih.at/index.html,dataset-random/www.bih.at/www.bih.at/index.blocks.html
www.citylemon.com,13,dataset-random/www.citylemon.com/www.citylemon.com/index.html,dataset-random/www.citylemon.com/www.citylemon.com/index.blocks.html
www.cultuurbewust.nl,17,dataset-random/www.cultuurbewust.nl/www.cultuurbewust.nl/index.html,dataset-random/www.cultuurbewust.nl/www.cultuurbewust.nl/index.blocks.html
www.dub.uu.nl,30,dataset-random/www.dub.uu.nl/www.dub.uu.nl/index.html,dataset-random/www.dub.uu.nl/www.dub.uu.nl/index.blocks.html
www.nmch.nl,18,dataset-random/www.nmch.nl/www.nmch.nl/index.html,dataset-random/www.nmch.nl/www.nmch.nl/index.blocks.html
